countyname,year,total,party,pct,fips
ST CROIX,1916,5345,DEMOCRAT,44.00374181478017,NA
ST CROIX,1916,5345,MODERN REPUBLICAN,51.09448082319925,NA
ST CROIX,1916,5345,PROHIBITION,1.57156220767072,NA
ST CROIX,1916,5345,SOCIALIST,3.3302151543498595,NA
ST CROIX,1920,7643,DEMOCRAT,21.5098783200314,NA
ST CROIX,1920,7643,MODERN REPUBLICAN,73.28274237864713,NA
ST CROIX,1920,7643,PROHIBITION,1.7663221248200967,NA
ST CROIX,1920,7643,SOCIALIST,3.441057176501374,NA
ST CROIX,1924,9071,DEMOCRAT,7.9043104398633,NA
ST CROIX,1924,9071,MODERN REPUBLICAN,39.68691434240988,NA
ST CROIX,1924,9071,PROHIBITION,0.46301400066144854,NA
ST CROIX,1924,9071,PROGRESSIVE,51.736302502480434,NA
ST CROIX,1924,9071,SOCIALIST LABOR,0.022048285745783266,NA
ST CROIX,1924,9071,WORKERS PARTY OF AMERICA,0.18741042883915773,NA
TAYLOR,1892,1699,DEMOCRAT,53.207769276044736,NA
TAYLOR,1892,1699,MODERN REPUBLICAN,43.20188346085933,NA
TAYLOR,1892,1699,PEOPLE'S,1.883460859329017,NA
TAYLOR,1892,1699,PROHIBITION,1.7068864037669218,NA
TAYLOR,1896,2150,DEMOCRAT,33.02325581395349,NA
TAYLOR,1896,2150,MODERN REPUBLICAN,64.51162790697674,NA
TAYLOR,1896,2150,PROHIBITION,0.9302325581395349,NA
TAYLOR,1896,2150,SOCIALIST LABOR,0.09302325581395349,NA
TAYLOR,1896,2150,NATIONAL PARTY,0.18604651162790697,NA
TAYLOR,1896,2150,NATIONAL DEMOCRAT,1.255813953488372,NA
TAYLOR,1900,2469,DEMOCRAT,40.98825435398947,NA
TAYLOR,1900,2469,MODERN REPUBLICAN,57.513163223977315,NA
TAYLOR,1900,2469,PROHIBITION,0.8910490076954233,NA
TAYLOR,1900,2469,SOCIALIST LABOR,0.04050222762251924,NA
TAYLOR,1900,2469,SOCIAL DEMOCRAT,0.5670311867152693,NA
TAYLOR,1904,2544,DEMOCRAT,28.61635220125786,NA
TAYLOR,1904,2544,MODERN REPUBLICAN,67.80660377358491,NA
TAYLOR,1904,2544,PEOPLE'S,0.1179245283018868,NA
TAYLOR,1904,2544,PROHIBITION,1.690251572327044,NA
TAYLOR,1904,2544,SOCIALIST LABOR,0.039308176100628936,NA
TAYLOR,1904,2544,SOCIAL DEMOCRAT,1.729559748427673,NA
TAYLOR,1908,2676,DEMOCRAT,34.52914798206278,NA
TAYLOR,1908,2676,MODERN REPUBLICAN,60.799701046337816,NA
TAYLOR,1908,2676,PROHIBITION,1.5695067264573992,NA
TAYLOR,1908,2676,SOCIALIST LABOR,0.03736920777279522,NA
TAYLOR,1908,2676,SOCIAL DEMOCRAT,3.0642750373692076,NA
TAYLOR,1912,2286,DEMOCRAT,35.91426071741032,NA
TAYLOR,1912,2286,MODERN REPUBLICAN,33.814523184601924,NA
TAYLOR,1912,2286,INDEPENDENT,0.30621172353455817,NA
TAYLOR,1912,2286,PROHIBITION,1.531058617672791,NA
TAYLOR,1912,2286,SOCIAL DEMOCRAT,11.854768153980752,NA
TAYLOR,1912,2286,PROGRESSIVE INDEPENDENT,16.57917760279965,NA
TAYLOR,1916,2564,DEMOCRAT,32.956318252730114,NA
TAYLOR,1916,2564,MODERN REPUBLICAN,60.218408736349446,NA
TAYLOR,1916,2564,PROHIBITION,1.5600624024960998,NA
TAYLOR,1916,2564,SOCIALIST,5.265210608424336,NA
TAYLOR,1920,3730,DEMOCRAT,7.72117962466488,NA
TAYLOR,1920,3730,MODERN REPUBLICAN,72.57372654155496,NA
TAYLOR,1920,3730,PROHIBITION,1.3404825737265416,NA
TAYLOR,1920,3730,SOCIALIST,18.36461126005362,NA
TAYLOR,1924,4708,DEMOCRAT,3.8870008496176722,NA
TAYLOR,1924,4708,MODERN REPUBLICAN,29.502973661852167,NA
TAYLOR,1924,4708,PROHIBITION,0.46728971962616817,NA
TAYLOR,1924,4708,PROGRESSIVE,65.39932030586236,NA
TAYLOR,1924,4708,SOCIALIST LABOR,0.04248088360237893,NA
TAYLOR,1924,4708,WORKERS PARTY OF AMERICA,0.637213254035684,NA
TAYLOR,1924,4708,COMMONWEALTH LAND PARTY,0.0637213254035684,NA
TREMPEALEAU,1892,3952,DEMOCRAT,38.48684210526316,NA
TREMPEALEAU,1892,3952,MODERN REPUBLICAN,53.54251012145749,NA
TREMPEALEAU,1892,3952,PEOPLE'S,0.9615384615384616,NA
TREMPEALEAU,1892,3952,PROHIBITION,7.009109311740891,NA
TREMPEALEAU,1896,4886,DEMOCRAT,28.530495292672942,NA
TREMPEALEAU,1896,4886,MODERN REPUBLICAN,67.66270978305361,NA
TREMPEALEAU,1896,4886,PROHIBITION,3.1109291854277528,NA
TREMPEALEAU,1896,4886,SOCIALIST LABOR,0.08186655751125665,NA
TREMPEALEAU,1896,4886,NATIONAL PARTY,0.12279983626688497,NA
TREMPEALEAU,1896,4886,NATIONAL DEMOCRAT,0.49119934506753987,NA
TREMPEALEAU,1900,4723,DEMOCRAT,25.195850095278427,NA
TREMPEALEAU,1900,4723,MODERN REPUBLICAN,71.22591573152657,NA
TREMPEALEAU,1900,4723,PROHIBITION,3.5358882066483166,NA
TREMPEALEAU,1900,4723,SOCIALIST LABOR,0.021172983273343216,NA
TREMPEALEAU,1900,4723,SOCIAL DEMOCRAT,0.021172983273343216,NA
TREMPEALEAU,1904,4713,DEMOCRAT,20.814767663908338,NA
TREMPEALEAU,1904,4713,MODERN REPUBLICAN,75.53575217483555,NA
TREMPEALEAU,1904,4713,PEOPLE'S,0.10608953957139827,NA
TREMPEALEAU,1904,4713,PROHIBITION,3.331211542541905,NA
TREMPEALEAU,1904,4713,SOCIAL DEMOCRAT,0.21217907914279655,NA
TREMPEALEAU,1908,4957,DEMOCRAT,21.88823885414565,NA
TREMPEALEAU,1908,4957,MODERN REPUBLICAN,75.30764575347992,NA
TREMPEALEAU,1908,4957,PROHIBITION,2.360298567682066,NA
TREMPEALEAU,1908,4957,SOCIAL DEMOCRAT,0.44381682469235423,NA
TREMPEALEAU,1912,3948,DEMOCRAT,31.28166160081054,NA
TREMPEALEAU,1912,3948,MODERN REPUBLICAN,44.65552178318136,NA
TREMPEALEAU,1912,3948,INDEPENDENT,0.07598784194528875,NA
TREMPEALEAU,1912,3948,PROHIBITION,2.5835866261398177,NA
TREMPEALEAU,1912,3948,SOCIAL DEMOCRAT,1.266464032421479,NA
TREMPEALEAU,1912,3948,PROGRESSIVE INDEPENDENT,20.13677811550152,NA
TREMPEALEAU,1916,3815,DEMOCRAT,41.36304062909568,NA
TREMPEALEAU,1916,3815,MODERN REPUBLICAN,56.041939711664476,NA
TREMPEALEAU,1916,3815,PROHIBITION,1.834862385321101,NA
TREMPEALEAU,1916,3815,SOCIALIST,0.7601572739187418,NA
TREMPEALEAU,1920,5629,DEMOCRAT,12.631017942796232,NA
TREMPEALEAU,1920,5629,MODERN REPUBLICAN,84.34890744359566,NA
TREMPEALEAU,1920,5629,PROHIBITION,1.7765144785930005,NA
TREMPEALEAU,1920,5629,SOCIALIST,1.2435601350151002,NA
TREMPEALEAU,1924,6668,DEMOCRAT,5.668866226754649,NA
TREMPEALEAU,1924,6668,MODERN REPUBLICAN,31.23875224955009,NA
TREMPEALEAU,1924,6668,PROHIBITION,0.4199160167966407,NA
TREMPEALEAU,1924,6668,PROGRESSIVE,62.20755848830234,NA
TREMPEALEAU,1924,6668,WORKERS PARTY OF AMERICA,0.4349130173965207,NA
TREMPEALEAU,1924,6668,COMMONWEALTH LAND PARTY,0.029994001199760045,NA
VERNON/BAD AX,1892,5181,DEMOCRAT,27.79386218876665,NA
VERNON/BAD AX,1892,5181,MODERN REPUBLICAN,59.949816637714726,NA
VERNON/BAD AX,1892,5181,PEOPLE'S,7.373093997297819,NA
VERNON/BAD AX,1892,5181,PROHIBITION,4.8832271762208075,NA
VERNON/BAD AX,1896,6157,DEMOCRAT,26.4252070813708,NA
VERNON/BAD AX,1896,6157,MODERN REPUBLICAN,71.34968328731524,NA
VERNON/BAD AX,1896,6157,PROHIBITION,1.6566509663797306,NA
VERNON/BAD AX,1896,6157,SOCIALIST LABOR,0.04872502842293325,NA
VERNON/BAD AX,1896,6157,NATIONAL PARTY,0.06496670456391099,NA
VERNON/BAD AX,1896,6157,NATIONAL DEMOCRAT,0.45476693194737694,NA
VERNON/BAD AX,1900,5904,DEMOCRAT,21.476964769647697,NA
VERNON/BAD AX,1900,5904,MODERN REPUBLICAN,75.59281842818429,NA
VERNON/BAD AX,1900,5904,PROHIBITION,2.625338753387534,NA
VERNON/BAD AX,1900,5904,SOCIALIST LABOR,0.03387533875338753,NA
VERNON/BAD AX,1900,5904,SOCIAL DEMOCRAT,0.27100271002710025,NA
VERNON/BAD AX,1904,5761,DEMOCRAT,13.22687033501128,NA
VERNON/BAD AX,1904,5761,MODERN REPUBLICAN,82.34681478909911,NA
VERNON/BAD AX,1904,5761,PEOPLE'S,0.10414858531504947,NA
VERNON/BAD AX,1904,5761,PROHIBITION,3.8187814615518136,NA
VERNON/BAD AX,1904,5761,SOCIALIST LABOR,0.017358097552508247,NA
VERNON/BAD AX,1904,5761,SOCIAL DEMOCRAT,0.48602673147023084,NA
VERNON/BAD AX,1908,5902,DEMOCRAT,26.448661470687902,NA
VERNON/BAD AX,1908,5902,MODERN REPUBLICAN,69.70518468315825,NA
VERNON/BAD AX,1908,5902,PROHIBITION,3.185360894611996,NA
VERNON/BAD AX,1908,5902,SOCIAL DEMOCRAT,0.6607929515418502,NA
VERNON/BAD AX,1912,4617,DEMOCRAT,27.138834741173923,NA
VERNON/BAD AX,1912,4617,MODERN REPUBLICAN,57.67814598223955,NA
VERNON/BAD AX,1912,4617,PROHIBITION,3.5520901017977042,NA
VERNON/BAD AX,1912,4617,SOCIAL DEMOCRAT,1.6027723630062811,NA
VERNON/BAD AX,1912,4617,PROGRESSIVE INDEPENDENT,10.028156811782543,NA
VERNON/BAD AX,1916,4967,DEMOCRAT,36.84316488826253,NA
VERNON/BAD AX,1916,4967,MODERN REPUBLICAN,58.62693778941011,NA
VERNON/BAD AX,1916,4967,PROHIBITION,3.543386349909402,NA
VERNON/BAD AX,1916,4967,SOCIALIST,0.9865109724179585,NA
VERNON/BAD AX,1920,6626,DEMOCRAT,9.568367038937518,NA
VERNON/BAD AX,1920,6626,MODERN REPUBLICAN,85.93419861153033,NA
VERNON/BAD AX,1920,6626,PROHIBITION,3.0184123151222457,NA
VERNON/BAD AX,1920,6626,SOCIALIST,1.4790220344099003,NA
VERNON/BAD AX,1924,8785,DEMOCRAT,4.68981217985202,NA
VERNON/BAD AX,1924,8785,MODERN REPUBLICAN,30.39271485486625,NA
VERNON/BAD AX,1924,8785,PROHIBITION,0.7512805919180421,NA
VERNON/BAD AX,1924,8785,PROGRESSIVE,63.73363688104724,NA
VERNON/BAD AX,1924,8785,SOCIALIST LABOR,0.022766078542970976,NA
VERNON/BAD AX,1924,8785,WORKERS PARTY OF AMERICA,0.3870233352305066,NA
VERNON/BAD AX,1924,8785,COMMONWEALTH LAND PARTY,0.022766078542970976,NA
VILAS,1896,1216,DEMOCRAT,36.430921052631575,NA
VILAS,1896,1216,MODERN REPUBLICAN,62.00657894736842,NA
VILAS,1896,1216,PROHIBITION,0.6578947368421052,NA
VILAS,1896,1216,SOCIALIST LABOR,0.1644736842105263,NA
VILAS,1896,1216,NATIONAL DEMOCRAT,0.7401315789473684,NA
VILAS,1900,1744,DEMOCRAT,27.981651376146786,NA
VILAS,1900,1744,MODERN REPUBLICAN,69.26605504587155,NA
VILAS,1900,1744,PROHIBITION,2.1215596330275233,NA
VILAS,1900,1744,SOCIALIST LABOR,0.05733944954128441,NA
VILAS,1900,1744,SOCIAL DEMOCRAT,0.573394495412844,NA
VILAS,1904,1855,DEMOCRAT,17.358490566037734,NA
VILAS,1904,1855,MODERN REPUBLICAN,79.08355795148248,NA
VILAS,1904,1855,PEOPLE'S,0.05390835579514825,NA
VILAS,1904,1855,PROHIBITION,1.3477088948787064,NA
VILAS,1904,1855,SOCIALIST LABOR,0.05390835579514825,NA
VILAS,1904,1855,SOCIAL DEMOCRAT,2.102425876010782,NA
VILAS,1908,1107,DEMOCRAT,25.112917795844623,NA
VILAS,1908,1107,MODERN REPUBLICAN,71.72538392050586,NA
VILAS,1908,1107,PROHIBITION,1.6260162601626018,NA
VILAS,1908,1107,SOCIAL DEMOCRAT,1.5356820234869015,NA
VILAS,1912,923,DEMOCRAT,35.42795232936078,NA
VILAS,1912,923,MODERN REPUBLICAN,32.936078006500544,NA
VILAS,1912,923,PROHIBITION,0.9750812567713976,NA
VILAS,1912,923,SOCIAL DEMOCRAT,7.6923076923076925,NA
VILAS,1912,923,PROGRESSIVE INDEPENDENT,22.968580715059588,NA
VILAS,1916,1096,DEMOCRAT,42.60948905109489,NA
VILAS,1916,1096,MODERN REPUBLICAN,48.44890510948905,NA
VILAS,1916,1096,PROHIBITION,1.4598540145985401,NA
VILAS,1916,1096,SOCIALIST,7.481751824817519,NA
VILAS,1920,1373,DEMOCRAT,19.009468317552805,NA
VILAS,1920,1373,MODERN REPUBLICAN,65.76839038601602,NA
VILAS,1920,1373,PROHIBITION,1.7479970866715222,NA
VILAS,1920,1373,SOCIALIST,13.47414420975965,NA
VILAS,1924,2075,DEMOCRAT,5.831325301204819,NA
VILAS,1924,2075,MODERN REPUBLICAN,42.07228915662651,NA
VILAS,1924,2075,PROHIBITION,0.24096385542168677,NA
VILAS,1924,2075,PROGRESSIVE,50.02409638554217,NA
VILAS,1924,2075,SOCIALIST LABOR,0.19277108433734938,NA
VILAS,1924,2075,WORKERS PARTY OF AMERICA,1.5903614457831325,NA
VILAS,1924,2075,COMMONWEALTH LAND PARTY,0.048192771084337345,NA
WALWORTH,1892,6615,DEMOCRAT,32.54724111866969,NA
WALWORTH,1892,6615,MODERN REPUBLICAN,58.51851851851851,NA
WALWORTH,1892,6615,PEOPLE'S,1.1942554799697656,NA
WALWORTH,1892,6615,PROHIBITION,7.739984882842026,NA
WALWORTH,1896,7594,DEMOCRAT,24.94074269159863,NA
WALWORTH,1896,7594,MODERN REPUBLICAN,70.41085067158282,NA
WALWORTH,1896,7594,PROHIBITION,3.7134579931524887,NA
WALWORTH,1896,7594,SOCIALIST LABOR,0.02633658151171978,NA
WALWORTH,1896,7594,NATIONAL PARTY,0.15801948907031868,NA
WALWORTH,1896,7594,NATIONAL DEMOCRAT,0.7505925730840137,NA
WALWORTH,1900,7145,DEMOCRAT,24.380685794261723,NA
WALWORTH,1900,7145,MODERN REPUBLICAN,71.40657802659203,NA
WALWORTH,1900,7145,PROHIBITION,4.100769769069279,NA
WALWORTH,1900,7145,SOCIALIST LABOR,0.02799160251924423,NA
WALWORTH,1900,7145,SOCIAL DEMOCRAT,0.08397480755773268,NA
WALWORTH,1904,6663,DEMOCRAT,20.561308719795885,NA
WALWORTH,1904,6663,MODERN REPUBLICAN,73.42038120966532,NA
WALWORTH,1904,6663,PEOPLE'S,0.04502476361999099,NA
WALWORTH,1904,6663,PROHIBITION,3.9471709440192106,NA
WALWORTH,1904,6663,SOCIAL DEMOCRAT,2.0261143628995946,NA
WALWORTH,1908,6673,DEMOCRAT,29.372096508317096,NA
WALWORTH,1908,6673,MODERN REPUBLICAN,62.205904390828714,NA
WALWORTH,1908,6673,PROHIBITION,7.29806683650532,NA
WALWORTH,1908,6673,SOCIALIST LABOR,0.02997152704930316,NA
WALWORTH,1908,6673,SOCIAL DEMOCRAT,1.0939607372995654,NA
WALWORTH,1912,5841,DEMOCRAT,36.38075671973977,NA
WALWORTH,1912,5841,MODERN REPUBLICAN,35.88426639274097,NA
WALWORTH,1912,5841,PROHIBITION,5.22170861153912,NA
WALWORTH,1912,5841,SOCIAL DEMOCRAT,1.335387776065742,NA
WALWORTH,1912,5841,PROGRESSIVE INDEPENDENT,21.177880499914398,NA
WALWORTH,1916,6686,DEMOCRAT,36.494166915943765,NA
WALWORTH,1916,6686,MODERN REPUBLICAN,59.661980257253965,NA
WALWORTH,1916,6686,PROHIBITION,2.976368531259348,NA
WALWORTH,1916,6686,SOCIALIST,0.8674842955429255,NA
WALWORTH,1920,10456,DEMOCRAT,15.57957153787299,NA
WALWORTH,1920,10456,MODERN REPUBLICAN,80.69051262433052,NA
WALWORTH,1920,10456,PROHIBITION,2.285768936495792,NA
WALWORTH,1920,10456,SOCIALIST,1.4441469013006887,NA
WALWORTH,1924,13083,DEMOCRAT,8.965833524421004,NA
WALWORTH,1924,13083,MODERN REPUBLICAN,57.20400519758465,NA
WALWORTH,1924,13083,PROHIBITION,0.5579759993885195,NA
WALWORTH,1924,13083,PROGRESSIVE,33.134602155468926,NA
WALWORTH,1924,13083,WORKERS PARTY OF AMERICA,0.12229610945501795,NA
WALWORTH,1924,13083,COMMONWEALTH LAND PARTY,0.015287013681877244,NA
WASHBURN,1892,844,DEMOCRAT,36.137440758293835,NA
WASHBURN,1892,844,MODERN REPUBLICAN,57.81990521327014,NA
WASHBURN,1892,844,PEOPLE'S,1.8957345971563981,NA
WASHBURN,1892,844,PROHIBITION,4.1469194312796205,NA
WASHBURN,1896,1052,DEMOCRAT,23.76425855513308,NA
WASHBURN,1896,1052,MODERN REPUBLICAN,73.28897338403041,NA
WASHBURN,1896,1052,PROHIBITION,1.9961977186311788,NA
WASHBURN,1896,1052,SOCIALIST LABOR,0.19011406844106463,NA
WASHBURN,1896,1052,NATIONAL DEMOCRAT,0.7604562737642585,NA
WASHBURN,1900,1092,DEMOCRAT,23.168498168498168,NA
WASHBURN,1900,1092,MODERN REPUBLICAN,73.992673992674,NA
WASHBURN,1900,1092,PROHIBITION,2.6556776556776556,NA
WASHBURN,1900,1092,SOCIALIST LABOR,0.09157509157509157,NA
WASHBURN,1900,1092,SOCIAL DEMOCRAT,0.09157509157509157,NA
WASHBURN,1904,1279,DEMOCRAT,16.184519155590305,NA
WASHBURN,1904,1279,MODERN REPUBLICAN,77.32603596559812,NA
WASHBURN,1904,1279,PEOPLE'S,0.07818608287724785,NA
WASHBURN,1904,1279,PROHIBITION,2.501954652071931,NA
WASHBURN,1904,1279,SOCIALIST LABOR,0.07818608287724785,NA
WASHBURN,1904,1279,SOCIAL DEMOCRAT,3.831118060985145,NA
WASHBURN,1908,1614,DEMOCRAT,24.53531598513011,NA
WASHBURN,1908,1614,MODERN REPUBLICAN,69.02106567534076,NA
WASHBURN,1908,1614,PROHIBITION,2.168525402726146,NA
WASHBURN,1908,1614,SOCIAL DEMOCRAT,4.275092936802974,NA
WASHBURN,1912,1486,DEMOCRAT,26.783310901749662,NA
WASHBURN,1912,1486,MODERN REPUBLICAN,27.523553162853297,NA
WASHBURN,1912,1486,PROHIBITION,2.8936742934051143,NA
WASHBURN,1912,1486,SOCIAL DEMOCRAT,9.959623149394348,NA
WASHBURN,1912,1486,PROGRESSIVE INDEPENDENT,32.83983849259758,NA
WASHBURN,1916,1694,DEMOCRAT,38.01652892561984,NA
WASHBURN,1916,1694,MODERN REPUBLICAN,55.371900826446286,NA
WASHBURN,1916,1694,PROHIBITION,2.0070838252656436,NA
WASHBURN,1916,1694,SOCIALIST,4.6044864226682405,NA
WASHBURN,1920,2585,DEMOCRAT,13.617021276595745,NA
WASHBURN,1920,2585,MODERN REPUBLICAN,78.25918762088975,NA
WASHBURN,1920,2585,PROHIBITION,2.321083172147002,NA
WASHBURN,1920,2585,SOCIALIST,5.802707930367505,NA
WASHBURN,1924,3657,DEMOCRAT,4.375170905113481,NA
WASHBURN,1924,3657,MODERN REPUBLICAN,38.88433141919606,NA
WASHBURN,1924,3657,PROHIBITION,0.6562756357670222,NA
WASHBURN,1924,3657,PROGRESSIVE,55.86546349466776,NA
WASHBURN,1924,3657,WORKERS PARTY OF AMERICA,0.21875854525567404,NA
WASHINGTON,1892,4354,DEMOCRAT,60.26642168121268,NA
WASHINGTON,1892,4354,MODERN REPUBLICAN,39.04455672944419,NA
WASHINGTON,1892,4354,PEOPLE'S,0.18373909049150206,NA
WASHINGTON,1892,4354,PROHIBITION,0.5052824988516307,NA
WASHINGTON,1896,5409,DEMOCRAT,44.44444444444444,NA
WASHINGTON,1896,5409,MODERN REPUBLICAN,53.18912922906267,NA
WASHINGTON,1896,5409,PROHIBITION,0.5731188759474949,NA
WASHINGTON,1896,5409,SOCIALIST LABOR,0.11092623405435387,NA
WASHINGTON,1896,5409,NATIONAL PARTY,0.09243852837862822,NA
WASHINGTON,1896,5409,NATIONAL DEMOCRAT,1.5899426881124052,NA
WASHINGTON,1900,5203,DEMOCRAT,48.51047472611955,NA
WASHINGTON,1900,5203,MODERN REPUBLICAN,50.2402460119162,NA
WASHINGTON,1900,5203,PROHIBITION,1.076302133384586,NA
WASHINGTON,1900,5203,SOCIALIST LABOR,0.03843936190659235,NA
WASHINGTON,1900,5203,SOCIAL DEMOCRAT,0.13453776667307324,NA
WASHINGTON,1904,4933,DEMOCRAT,45.469288465436854,NA
WASHINGTON,1904,4933,MODERN REPUBLICAN,51.99675653760389,NA
WASHINGTON,1904,4933,PROHIBITION,1.1149401986620717,NA
WASHINGTON,1904,4933,SOCIALIST LABOR,0.040543279951348064,NA
WASHINGTON,1904,4933,SOCIAL DEMOCRAT,1.3784715183458343,NA
WASHINGTON,1908,5332,DEMOCRAT,49.23105776444111,NA
WASHINGTON,1908,5332,MODERN REPUBLICAN,48.53713428357089,NA
WASHINGTON,1908,5332,PROHIBITION,0.7689422355588897,NA
WASHINGTON,1908,5332,SOCIALIST LABOR,0.018754688672168042,NA
WASHINGTON,1908,5332,SOCIAL DEMOCRAT,1.4441110277569393,NA
WASHINGTON,1912,4702,DEMOCRAT,51.57379838366653,NA
WASHINGTON,1912,4702,MODERN REPUBLICAN,38.26031475967673,NA
WASHINGTON,1912,4702,PROHIBITION,0.552956188855806,NA
WASHINGTON,1912,4702,SOCIAL DEMOCRAT,3.190131858783497,NA
WASHINGTON,1912,4702,PROGRESSIVE INDEPENDENT,6.42279880901744,NA
WASHINGTON,1916,5749,DEMOCRAT,47.521308053574536,NA
WASHINGTON,1916,5749,MODERN REPUBLICAN,50.3044007653505,NA
WASHINGTON,1916,5749,PROHIBITION,0.852322142981388,NA
WASHINGTON,1916,5749,SOCIALIST,1.3219690380935816,NA
WASHINGTON,1920,7742,DEMOCRAT,17.075691035908033,NA
WASHINGTON,1920,7742,MODERN REPUBLICAN,76.84060966158616,NA
WASHINGTON,1920,7742,PROHIBITION,0.6458279514337381,NA
WASHINGTON,1920,7742,SOCIALIST,5.437871351072075,NA
WASHINGTON,1924,8125,DEMOCRAT,11.987692307692308,NA
WASHINGTON,1924,8125,MODERN REPUBLICAN,24.455384615384617,NA
WASHINGTON,1924,8125,PROHIBITION,0.25846153846153846,NA
WASHINGTON,1924,8125,PROGRESSIVE,62.535384615384615,NA
WASHINGTON,1924,8125,SOCIALIST LABOR,0.012307692307692308,NA
WASHINGTON,1924,8125,WORKERS PARTY OF AMERICA,0.7261538461538461,NA
WASHINGTON,1924,8125,COMMONWEALTH LAND PARTY,0.024615384615384615,NA
WAUKESHA,1892,7572,DEMOCRAT,48.00581088219757,NA
WAUKESHA,1892,7572,MODERN REPUBLICAN,47.543581616481774,NA
WAUKESHA,1892,7572,PEOPLE'S,1.1753829899630217,NA
WAUKESHA,1892,7572,PROHIBITION,3.2752245113576337,NA
WAUKESHA,1896,8880,DEMOCRAT,35.945945945945944,NA
WAUKESHA,1896,8880,MODERN REPUBLICAN,60.93468468468468,NA
WAUKESHA,1896,8880,PROHIBITION,1.8243243243243243,NA
WAUKESHA,1896,8880,SOCIALIST LABOR,0.05630630630630631,NA
WAUKESHA,1896,8880,NATIONAL PARTY,0.02252252252252252,NA
WAUKESHA,1896,8880,NATIONAL DEMOCRAT,1.2162162162162162,NA
WAUKESHA,1900,8418,DEMOCRAT,35.8279876455215,NA
WAUKESHA,1900,8418,MODERN REPUBLICAN,60.905203136136855,NA
WAUKESHA,1900,8418,PROHIBITION,2.993585174625802,NA
WAUKESHA,1900,8418,SOCIALIST LABOR,0.047517224994060345,NA
WAUKESHA,1900,8418,SOCIAL DEMOCRAT,0.22570681872178663,NA
WAUKESHA,1904,8378,DEMOCRAT,32.143709715922654,NA
WAUKESHA,1904,8378,MODERN REPUBLICAN,62.628312246359506,NA
WAUKESHA,1904,8378,PEOPLE'S,0.011936022917164,NA
WAUKESHA,1904,8378,PROHIBITION,2.44688469801862,NA
WAUKESHA,1904,8378,SOCIALIST LABOR,0.011936022917164,NA
WAUKESHA,1904,8378,SOCIAL DEMOCRAT,2.7572212938648843,NA
WAUKESHA,1908,8510,DEMOCRAT,37.673325499412456,NA
WAUKESHA,1908,8510,MODERN REPUBLICAN,55.91069330199765,NA
WAUKESHA,1908,8510,PROHIBITION,4.065804935370153,NA
WAUKESHA,1908,8510,SOCIALIST LABOR,0.03525264394829612,NA
WAUKESHA,1908,8510,SOCIAL DEMOCRAT,2.314923619271445,NA
WAUKESHA,1912,7363,DEMOCRAT,48.811625696047805,NA
WAUKESHA,1912,7363,MODERN REPUBLICAN,36.859975553442894,NA
WAUKESHA,1912,7363,PROHIBITION,3.544750780931685,NA
WAUKESHA,1912,7363,SOCIAL DEMOCRAT,2.661958440852913,NA
WAUKESHA,1912,7363,PROGRESSIVE INDEPENDENT,8.108108108108109,NA
WAUKESHA,1912,7363,SCATTERING,0.013581420616596496,NA
WAUKESHA,1916,8335,DEMOCRAT,50.293941211757655,NA
WAUKESHA,1916,8335,MODERN REPUBLICAN,45.20695860827835,NA
WAUKESHA,1916,8335,PROHIBITION,2.6874625074985,NA
WAUKESHA,1916,8335,SOCIALIST,1.8116376724655068,NA
WAUKESHA,1920,12094,DEMOCRAT,22.78815941789317,NA
WAUKESHA,1920,12094,MODERN REPUBLICAN,71.64709773441376,NA
WAUKESHA,1920,12094,PROHIBITION,1.537952703820076,NA
WAUKESHA,1920,12094,SOCIALIST,4.026790143872995,NA
WAUKESHA,1924,15466,DEMOCRAT,12.769946980473296,NA
WAUKESHA,1924,15466,MODERN REPUBLICAN,45.42868227078753,NA
WAUKESHA,1924,15466,PROHIBITION,0.38148196042932886,NA
WAUKESHA,1924,15466,PROGRESSIVE,41.04487262382,NA
WAUKESHA,1924,15466,SOCIALIST LABOR,0.025863183757920603,NA
WAUKESHA,1924,15466,WORKERS PARTY OF AMERICA,0.3362213888529678,NA
WAUKESHA,1924,15466,COMMONWEALTH LAND PARTY,0.012931591878960301,NA
WAUPACA,1892,5936,DEMOCRAT,36.82614555256065,NA
WAUPACA,1892,5936,MODERN REPUBLICAN,57.22708894878706,NA
WAUPACA,1892,5936,PEOPLE'S,0.7917789757412398,NA
WAUPACA,1892,5936,PROHIBITION,5.154986522911051,NA
WAUPACA,1896,7278,DEMOCRAT,21.66804067051388,NA
WAUPACA,1896,7278,MODERN REPUBLICAN,75.18549051937346,NA
WAUPACA,1896,7278,PROHIBITION,1.772464962901896,NA
WAUPACA,1896,7278,SOCIALIST LABOR,0.041220115416323165,NA
WAUPACA,1896,7278,NATIONAL PARTY,0.43968123110744706,NA
WAUPACA,1896,7278,NATIONAL DEMOCRAT,0.8931025006870019,NA
WAUPACA,1900,6926,DEMOCRAT,19.96823563384349,NA
WAUPACA,1900,6926,MODERN REPUBLICAN,76.29223216863991,NA
WAUPACA,1900,6926,PROHIBITION,3.6529021079988446,NA
WAUPACA,1900,6926,SOCIALIST LABOR,0.057753393011839446,NA
WAUPACA,1900,6926,SOCIAL DEMOCRAT,0.028876696505919723,NA
WAUPACA,1904,6726,DEMOCRAT,14.00535236396075,NA
WAUPACA,1904,6726,MODERN REPUBLICAN,81.34106452572108,NA
